Word,N,Mean,SD
settlement,24,1.666666667,1.274044115
seven,27,3.444444444,2.546994206
seventh,23,2.826086957,2.059394746
several,26,3,2.039607805
sewing,26,4.115384615,1.840150496
sewn,29,2.586206897,1.763058248
shack,24,2.75,1.648451183
shade,32,3.65625,2.103903822
shadow,25,5.04,1.859211302
shady,49,2.653061224,2.087173332
shaggy,27,2.925925926,2.182551893
shake,28,3.821428571,2.143959152
shaking,23,4.086956522,2.193234297
shall,27,1.814814815,1.331194866
shame,25,1.68,0.988264472
shape,23,4.217391304,2.31509909
share,27,4.259259259,2.53578379
shark,25,4.4,2.466441431
sharp,23,4,2.540579748
she,25,3.72,2.622339922
shears,23,3.695652174,1.743423555
shed,28,4.821428571,2.211980367
sheep,25,4.24,2.296373953
sheet,37,5.081081081,2.228332441
shelf,23,5.434782609,1.440520328
shell,26,4.692307692,1.954875562
shelter,25,3.8,2.236067977
shelves,25,6.4,1.290994449
sheriff,27,2.481481481,1.805341868
shift,33,1.515151515,0.972150069
shilling,27,1.740740741,1.403089794
shine,47,3.510638298,2.518387514
shiny,32,3.53125,2.243044806
ship,24,4.666666667,2.239306311
shirt,23,6.782608696,0.735868179
shoe,33,6.818181818,0.583874208
shoemaker,26,2.307692308,1.568929081
shook,33,2.575757576,1.968982971
shoot,23,2.826086957,2.145866511
shop,31,4.419354839,2.334868926
shopping,25,3.92,2.431049156
shore,24,3.583333333,2.041241452
short,29,3.413793103,2.228344058
shortly,47,2.340425532,2.013828236
shorts,24,6.125,1.361345243
shot,27,2.555555556,1.739436985
shotgun,23,2.347826087,2.228099387
should,26,2.730769231,1.801281595
shoulder,26,6.461538462,0.859337849
shout,24,3.75,2.363674369
shovel,26,6.230769231,1.274604011
show,27,4.37037037,2.498432557
shower,30,6.3,1.368361719
showing,25,2.96,1.790716802
shown,28,2.464285714,1.815206199
shuffle,29,3.137931034,2.030554779
shut,25,3.36,2.252406121
shy,28,3.214285714,1.931361885
sick,26,4.615384615,2.192294197
sickness,31,4.193548387,2.10427113
side,26,4.269230769,2.341925572
sides,28,4.071428571,2.371568811
sidewalk,33,5.606060606,1.983358798
sideways,24,3.833333333,2.25863881
sigh,29,3.24137931,2.278081467
sight,26,4.153846154,2.203493729
sign,24,5.208333333,1.64129235
signal,28,3,2.09054308
silence,26,4,2.244994432
silent,27,2.555555556,2.207214279
silk,27,3.407407407,2.257623994
sill,33,3.181818182,2.270112132
silly,25,4.16,2.494660966
silver,23,4.173913043,1.850114835
simple,26,3,2.315167381
simply,47,2.340425532,1.856558243
since,25,1.76,1.267543556
sing,23,4.173913043,2.534349009
singer,25,4.88,2.127596453
single,26,3,1.788854382
sink,23,6.173913043,1.641844138
sip,29,3.862068966,2.133477007
sir,24,1.5,1.215837518
siren,26,4.538461538,2.120957694
sister,24,6.083333333,1.863065885
sit,35,5.6,1.834313463
sitter,30,3.133333333,2.1772069
sitting,26,4.923076923,2.365131319
six,32,3.625,2.673043451
sixteen,24,1.791666667,1.531670491
sixth,29,2.862068966,1.922129361
sixty,24,2.625,1.837117307
size,32,3.03125,1.975403185
skate,25,6.04,1.645195024
skateboard,45,5.644444444,1.734090744
skater,24,4.916666667,2.083405796
skeleton,25,3.36,1.912241268
ski,30,5.133333333,1.870521471
skiing,25,4.36,1.84571576
skill,23,2.391304348,1.725191173
skin,27,5.925925926,1.79584833
skinned,24,2.125,1.62353613
skinny,24,2.166666667,1.632993162
skip,27,4.074074074,2.129028777
skipper,29,1.862068966,1.574895414
skirt,27,6.259259259,1.227649179
skis,34,4.970588235,1.914621477
skull,27,3.777777778,2.325995789
skunk,24,3.416666667,2.465706825
sky,24,3.541666667,2.669948162
skyscraper,28,3.571428571,1.874360561
slacks,24,3.791666667,2.620639926
slam,26,3.615384615,1.856381924
slap,27,4.333333333,1.980675875
slave,33,1.575757576,1.225517825
slavery,26,1.192307692,0.633670625
sled,24,6.291666667,1.267629306
sleek,27,1.444444444,0.800640769
sleep,30,4.966666667,2.525502112
sleepy,45,3.555555556,2.500505
sleeve,29,5.896551724,1.759562194
slept,30,3.733333333,2.405931368
slice,24,3.916666667,2.104171151
slid,47,2.957446809,2.196414537
slide,35,6.4,1.354730275
slightly,27,1.851851852,1.536822489
slim,46,2.086956522,1.616939317
sling,24,2.958333333,1.627993341
slip,45,3.044444444,2.275916954
slipped,31,3.387096774,2.155263624
slipper,25,6.68,0.748331477
slippers,27,6,1.386750491
slit,25,2.48,1.82847842
slope,32,3.28125,1.853233878
slow,24,3.625,2.48145294
slowly,23,3.956521739,2.383241888
slush,32,4.40625,2.045599131
sly,284,1.492957746,1.061677311
smack,34,2.852941176,2.162102693
small,29,4.206896552,2.440423124
smart,48,3.125,2.548466372
smash,26,4,2.315167381
smell,30,4.466666667,2.56949389
smelly,26,4.346153846,2.3484856
smile,27,5.148148148,2.444832914
smoke,24,4.041666667,2.031901373
smoky,27,3.851851852,2.196215341
smooth,27,4.62962963,2.13303951
snack,23,6.608695652,0.722315119
snail,25,5.12,1.833030278
snake,24,5.291666667,2.216129934
snap,23,3.130434783,2.138486037
sneak,27,2.333333333,1.775907135
sneaker,26,5.961538462,1.586966143
sneakers,25,6.36,1.254325848
sneeze,26,5.269230769,2.219147445
sniff,24,4,2.321918247
snow,35,6.457142857,1.559465541
snowman,29,6.793103448,0.619868093
snowy,24,4.5,2.502172969
snug,23,3.304347826,2.009857132
so,25,2.04,1.4571662
soak,44,3.522727273,2.317663583
soap,25,6.68,0.748331477
soar,25,2.44,1.781385229
sob,24,3.125,2.049655326
sock,23,6.826086957,0.49102619
soda,25,4.16,2.461029595
soda pop,29,4.482758621,2.197737305
sofa,25,6.48,1.159022577
soft,33,4.575757576,2.236491435
soggy,23,3.173913043,2.145866511
soil,26,5.653846154,1.623386773
sold,26,2.307692308,1.59422033
soldier,26,2.576923077,2.003458548
solid,45,4.022222222,2.508973793
solo,28,2.214285714,1.728993346
solution,25,3,2.179449472
solve,31,3,1.732050808
some,23,3.086956522,2.521057561
somebody,26,4.115384615,2.250811819
someday,31,2.225806452,1.564388644
somehow,35,1.971428571,1.403477075
someone,24,4.75,1.961587644
something,46,3,2.422120283
sometime,24,2.25,1.799758438
sometimes,30,1.966666667,1.519603699
somewhat,25,1.88,1.201388086
somewhere,26,2.346153846,1.647842412
son,31,4.35483871,2.483926825
song,27,4.925925926,2.416703507
sons,25,4,2.140872096
soon,24,3.458333333,2.340181462
sooner,24,2.166666667,1.578845662
sore,49,3.428571429,2.081665999
sorry,24,3.041666667,2.404328826
sort,44,2.977272727,2.277173241
soul,24,1.958333333,1.301476308
sound,43,4.581395349,2.402702428
soup,43,6.488372093,1.008820457
sour,24,3.833333333,2.25863881
south,25,1.92,1.469693846
sox,46,1.956521739,2.086533774
space,33,2.727272727,2.197622682
spaceship,24,3.541666667,2.395270098
spade,25,2.68,1.749285568
spaghetti,34,6.470588235,1.079710795
spare,284,1.978873239,1.451054496
sparrow,27,3.222222222,2.044379412
speak,25,4.24,2.487971061
special,26,2.846153846,2.166883618
speck,26,2.115384615,1.796149728
sped,27,2.037037037,1.697996138
speech,25,3.68,2.230844384
speed,23,2.869565217,2.282429882
spell,28,3.214285714,2.024976321
spelling,25,3.68,1.908751774
spend,26,3.307692308,2.015325895
spent,33,3.575757576,1.803300846
spider,30,6.233333333,1.222866427
spill,27,5.407407407,1.845144548
spin,29,5,2.251983253
spinning,30,4.733333333,2.14850924
spirit,25,2.08,1.705872211
spit,23,6,1.566698904
splash,23,5.260869565,1.789296238
splendid,23,2.086956522,1.411415907
split,36,2.833333333,2.117950492
spoil,28,2.642857143,1.54474703
spoiled,24,2.333333333,1.551063216
spoke,23,2.52173913,1.647851638
sponge,29,5.482758621,2.028734469
spool,26,2.769230769,1.945408796
spoon,44,6.931818182,0.254971706
sport,29,5.344827586,1.674938423
sports,31,4.838709677,2.11497477
spot,29,3.896551724,2.110261114
spout,27,4.037037037,2.261406667
sprang,29,2.206896552,1.76026196
spray,30,4.433333333,2.160512923
spread,25,3.72,2.150968774
spring,23,3.652173913,2.207604536
sprinkler,42,5.738095238,1.69733685
sprout,23,3.739130435,2.027479207
spun,47,2.510638298,1.909613442
spy,26,2.730769231,1.970942765
square,23,4.434782609,2.370770626
squeak,27,3.592592593,2.406070196
squeal,31,3.806451613,2.088370255
squeeze,47,4.14893617,2.440409119
squirrel,28,4.464285714,2.168497395
stable,28,2.714285714,1.802408735
stack,26,4.884615385,2.160128201
stadium,32,3.71875,2.003776676
stage,26,4,1.854723699
stagecoach,25,1.84,1.572683482
stair,25,6.2,1.755942292
staircase,25,6.12,1.01324561
stairs,47,6.319148936,1.446230227
stairway,27,5.925925926,1.298695379
stale,27,1.888888889,1.476308633
stall,32,2.53125,2.078839239
stamp,279,5,1.96735955
stand,29,5.379310345,1.840298755
standing,25,5.04,2.335950913
stands,26,4.346153846,2.279338636
star,26,3.538461538,2.580399492
stare,27,3.333333333,2.148344622
staring,47,2.957446809,1.988635613
start,25,3.32,2.393045479
starve,24,1.916666667,1.471960144
state,48,1.833333333,1.548277469
statement,30,1.933333333,1.680175141
station,25,3.68,2.154839515
statue,24,4.666666667,2.18028053
stay,27,3.481481481,2.326608135
steady,25,2.04,1.767295486
steak,25,5.76,1.809235566
steal,29,3.068965517,1.998768094
steam,25,3.72,1.646207763
steamer,31,2.451612903,1.785846385
steel,23,3.173913043,2.124578545
steep,24,3.5,2
steeple,30,1.566666667,0.935260736
steer,46,3.02173913,2.352201148
stem,25,4.76,2.067204231
step,24,5.625,2.039021504
stereo,25,4.68,1.95192213
stew,26,4.269230769,2.254909174
stick,30,6.466666667,1.332183412
sticky,47,4.680851064,2.332253836
stiff,25,2.88,1.73973178
still,27,2.62962963,1.644294287
stillness,24,2.291666667,1.517411029
sting,34,4,2.059714602
stir,44,4.181818182,2.374993045
stitch,25,3.16,1.8636881
stock,27,1.814814815,1.494529436
stocking,25,5.4,1.957890021
stole,23,2.652173913,1.640639999
stolen,28,3.107142857,2.096545407
stomach,44,5.022727273,2.140295963
stone,33,5.636363636,1.981448047
stood,45,2.755555556,2.144290045
stool,34,6.058823529,1.650365918
stop,31,4.483870968,2.43407707
stopping,27,3.62962963,2.691127132
store,25,5.4,1.870828693
storekeeper,31,3.935483871,1.931070236
storeroom,23,2.434782609,1.97313979
storm,29,4.103448276,2.304418544
stormy,25,4.4,2.020725942
story,32,5.15625,2.356998844
stout,23,1.434782609,0.945135246
stove,28,5.321428571,2.073707923
straight,41,2.902439024,2.047008525
straighten,24,3.791666667,2.12601212
strain,29,2.068965517,1.437533465
strange,28,2.857142857,1.799470822
stranger,26,3.384615385,1.601921923
straw,26,6.615384615,0.897860705
strawberry,24,6.791666667,0.588229966
streak,27,1.703703704,1.170628195
stream,26,4.576923077,1.858452624
street,32,6.0625,1.412787225
strength,25,3.36,2.177154106
stretch,25,4.72,2.336664289
stretcher,23,2.52173913,1.620032694
string,27,6.074074074,1.567112139
strings,24,5.708333333,1.82921144
strip,23,2.826086957,1.696310808
striped,23,2.869565217,1.937766939
stroll,45,3,2.153221688
stroller,26,6,1.673320053
strong,41,3.12195122,2.304290801
struck,27,2.666666667,1.818706218
struggled,30,2.533333333,1.925031721
stubborn,25,2.08,1.222020185
stuck,23,4.086956522,2.193234297
student,27,5.185185185,1.840506557
studied,31,1.967741935,1.471594848
studio,27,2.888888889,1.846687957
study,26,2.269230769,1.638479595
stuff,33,4.515151515,2.513976085
stuffed,23,3.608695652,2.388212158
stump,28,4.142857143,1.757824533
stung,27,3.62962963,2.078241641
stupid,26,1.846153846,1.713296418
sub,27,3.333333333,2.465141594
subject,25,2.36,1.912241268
submarine,24,4,2.105892354
substitute,27,2.444444444,1.825741858
subway,26,2.730769231,1.970942765
success,25,2.64,1.997498436
successful,35,2.485714286,2.020067392
such,23,2.304347826,1.459600898
suck,24,3.875,2.153106956
sudden,28,3.142857143,2.223015731
suds,23,4.347826087,2.288482936
sue,282,1.241134752,0.70484555
sugar,27,5.888888889,1.577079417
suit,24,4.083333333,2.041241452
suitcase,34,5.264705882,1.814233681
sum,23,2.260869565,1.912100019
summer,34,5.294117647,1.883411022
sun,25,3.6,2.533114026
sundown,27,2.925925926,2.092586289
sunflower,27,5.481481481,1.868161794
sunlight,48,4.979166667,2.338298921
sunny,48,4.270833333,2.615335976
sunrise,26,3.653846154,2.44854745
sunset,23,3.826086957,2.569969471
sunshine,24,5.083333333,2.019829237
supermarket,24,4.875,2.232419238
supper,28,5.857142857,1.508354161
supplies,26,4.423076923,1.942638966
suppose,26,1.923076923,1.440085468
supposed,23,2.260869565,1.763709709
sure,29,2.586206897,1.899572158
surely,24,1.75,1.113162358
surf,33,2.787878788,1.76347625
surface,28,4.535714286,2.25227692
surprise,48,3.8125,2.463834151
swallow,29,4.931034483,1.944424896
swam,26,3.692307692,2.345535858
swamp,23,2.956521739,1.870300435
swan,49,3.489795918,2.180619646
swap,25,2.76,1.690167645
swarm,30,2.5,1.717054414
swear,23,2.130434783,1.713697433
sweat,27,4.962962963,2.139041509
sweater,23,6.434782609,1.036869719
sweep,27,3.777777778,2.485857433
sweet,25,4.12,2.315167381
swell,26,1.692307692,1.225372785
swept,25,3.2,2.061552813
swim,29,4.965517241,2.306555233
swimmer,28,4.75,1.734721666
swimming,23,5.130434783,2.473575767
swing,28,6.321428571,1.334820599
swinging,23,5.304347826,2.265046309
swirl,29,3.068965517,2.051672392
switch,23,4.869565217,2.282429882
swung,24,3.875,2.132818099
sympathy,23,2.130434783,1.455533261
syrup,31,5.935483871,1.749961597
system,25,1.6,1
table,33,6.575757576,0.791766341
tack,31,2.258064516,1.632334564
tadpole,28,4.178571429,2.161165177
tag,33,5.272727273,1.807497014
tail,23,6.043478261,1.429502802
tailor,26,2.653846154,2.077350383
tails,29,5.655172414,1.818081054
take,25,4,2.533114026
taken,25,2.56,1.660321254
takes,30,2.633333333,1.991072027
taking,25,3.24,2.126812952
talent,31,3.483870968,2.420343884
talk,24,5.041666667,2.475605621
tall,47,4.14893617,2.553588467
tame,25,1.72,1.137248141
tan,24,2.791666667,1.887698545
tank,28,3.357142857,2.003964325
tanner,28,1.607142857,1.370030703
tap,24,4.375,1.995919751
tape,28,6.035714286,1.346659595
tar,26,1.923076923,1.787133502
task,28,2.785714286,2.096860843
taste,27,4.962962963,2.42552899
tasty,25,3.76,2.52124308
taught,34,2.852941176,2.002004343
tax,27,1.185185185,0.622466375
taxi,23,4.695652174,2.20402076
tea,32,5.21875,1.995711127
teach,23,3.347826087,2.228099387
teacher,33,5.939393939,1.766695254
teakettle,24,4.166666667,2.140025735
team,27,4.074074074,2.0177277
tear,23,3.869565217,2.095543926
tease,26,3.346153846,1.874935896
teddy bear,30,6.733333333,0.907187139
teeth,26,6.461538462,1.333589719
telephone,26,5.730769231,1.888018905
television,32,6,1.565762723
tell,43,3.209302326,2.366010703
temper,26,2.576923077,1.770267255
temperature,25,3.96,2.3
tend,24,1.5,0.834057656
tender,23,1.826086957,1.370208143
tennis,32,3.65625,2.193970844
tent,25,6.44,0.86986589
tenth,27,2.259259259,1.831195335
terrible,25,2.68,1.81934054
terribly,48,2.229166667,1.753289714
terrific,26,2.538461538,1.964296703
terrified,24,3.166666667,1.785610763
test,23,3.652173913,2.12364814
than,25,1.68,1.492201952
thank,24,3.458333333,2.413353551
thank-you,27,3.296296296,2.446580264
thankful,25,2.76,1.71464282
thanks,48,3.6875,2.502392472
that,27,2.407407407,1.926720196
the,23,2.869565217,2.510058815
theater,24,4.833333333,1.992740448
their,25,2.28,1.4
theirs,24,2.25,1.35934767
them,40,3.525,2.241651177
themselves,27,3.777777778,2.241794153
then,23,2.086956522,1.649050511
there,24,2.958333333,2.235662856
thermometer,26,4.384615385,1.919935896
these,44,2.545454545,2.182963054
they,42,2.333333333,2.032260146
thick,35,3,2.014652211
thief,24,2.875,1.848912724
thieves,46,2.369565217,1.704356453
thin,36,2.583333333,1.778843926
thing,35,4.657142857,2.0571662
things,30,3.733333333,2.391556027
think,27,3.518518519,2.225211664
thinking,24,3.375,2.280589169
third,26,3,1.854723699
thirsty,24,4.25,2.489106702
thirteen,25,2.8,1.870828693
thirteenth,28,2.5,2.02758751
thirty,27,2.925925926,2.479545956
this,23,3.260869565,2.157805942
thorn,26,3.153846154,1.781960891
those,34,2.529411765,2.077809075
though,29,2.206896552,1.63399839
thought,23,1.913043478,1.806881882
thousand,25,2.64,2.018250067
thousands,24,1.75,1.259744626
thread,26,4.884615385,2.06546698
three,26,4.538461538,2.549208022
threw,24,3.833333333,2.31566812
throat,25,5.88,1.563116545
throne,25,2.8,2.081665999
through,25,4,2.061552813
throw,26,4.653846154,2.697292089
thrown,24,3.75,1.961587644
thumb,30,6.766666667,0.678910554
thump,23,2.608695652,1.852249994
thunder,24,3.166666667,2.443565938
thus,23,1.391304348,0.988071144
ticket,24,5.166666667,1.736229465
tickle,42,5.238095238,2.127743839
tide,28,2.214285714,1.685606669
tie,49,4.632653061,2.098549872
tiger,29,4.24137931,2.558671145
tight,24,3.791666667,2.302723655
till,41,2.365853659,1.728526794
time,24,2.666666667,2.057154359
times,31,3.483870968,2.219173536
tin,28,4.678571429,2.091491961
tiny,27,3.481481481,2.439583356
tip,24,2.791666667,1.99954705
tiptoe,26,4.769230769,2.303175066
tire,25,6.08,1.469693846
tired,32,2.9375,2.327084567
tires,30,6.066666667,1.412587094
tissue,27,6.222222222,1.250640861
title,25,2.08,1.846618531
to,26,2.384615385,2.079940828
toad,32,5.21875,2.01180989
toast,30,6.466666667,1.136641554
toaster,25,5.88,1.332916602
tobacco,44,1.681818182,1.459097001
today,29,4.034482759,2.679055785
toe,25,6.72,0.613731755
together,24,3.208333333,2.377049078
toilet,27,6.740740741,1.163304067
told,27,3.444444444,2.136376035
tomato,25,6.6,0.866025404
tomorrow,31,2.64516129,2.331643013
tone,35,2.114285714,1.450586668
tongue,30,6.433333333,1.356550731
tonight,24,3.333333333,2.478896435
too,31,2.451612903,2.233662309
took,47,3.255319149,2.399892073
tool,25,5.04,1.513274595
tooth,25,6.68,0.9
toothbrush,24,7,0
top,24,5.125,2.153106956
tops,26,4.538461538,2.266817491
torch,25,2.72,1.860107524
tore,24,2.833333333,2.119611668
torn,29,2.448275862,1.784580921
tortoise,26,4.346153846,2.3484856
toss,25,3.8,2.081665999
total,27,2.481481481,1.805341868
touch,23,4.869565217,2.201329099
touchdown,23,2.217391304,1.565436963
touched,24,4.083333333,2.465706825
tough,29,3.551724138,1.974592307
tow,24,3.041666667,1.627993341
toward,25,3.68,2.154839515
towards,24,2.541666667,1.84105751
towel,30,6.8,0.610257153
tower,27,4.666666667,1.839732422
town,27,4.074074074,1.939982671
toy,28,7,0
trace,23,3.434782609,2.27288537
track,29,3.655172414,1.932353526
tracks,32,4.21875,2.268072579
tractor,23,4.347826087,2.423534152
trade,28,2.857142857,1.938198585
traffic,24,3.875,1.62353613
trail,26,5,1.897366596
train,27,5.666666667,1.687054785
trainer,36,2.388888889,2.074026832
training,27,3.148148148,1.974913897
tramp,25,1.84,1.795364401
trap,33,2.96969697,2.053729055
trash,24,5.5,1.744556752
travel,26,3.384615385,1.898987585
tray,24,4.458333333,1.955575456
treasure,29,4.413793103,2.163285223
treat,23,5.826086957,1.800307396
treatment,36,2.583333333,2.143095225
tree,30,6.666666667,0.922266075
tremble,30,2.2,1.562491379
tribe,32,1.75,1.077631812
trick,23,3.47826087,2.313391159
tricky,26,2.576923077,1.879852695
tricycle,26,5.230769231,2.214636626
tried,47,2.914893617,2.403166274
trim,45,2.866666667,2.262339899
trip,26,4.423076923,2.003458548
troll,45,3.2,2.482667187
troop,45,2.4,1.970233027
trot,23,2.173913043,1.641844138
trouble,25,2.96,2.111081871
troubled,32,2.09375,1.467043879
truck,24,6.208333333,1.062366786
trumpet,26,4.115384615,2.006527808
trunk,30,5.033333333,1.607811392
trunks,47,3.914893617,2.292044723
trust,25,2.92,2.234576768
truth,32,3.90625,2.374044799
truthful,27,3.888888889,2.100061049
try,24,3.791666667,2.587245752
trying,24,3.166666667,2.352919864
tub,33,6.121212121,1.268798047
tube,23,4.913043478,2.02064444
tug,23,2.826086957,1.749082199
tugging,28,3.714285714,1.959915774
tumble,23,3.173913043,1.825381004
tumbling,29,4.068965517,2.069006568
tummy,25,6.32,1.405939781
tuna,30,4.966666667,1.938419785
tune,28,3.642857143,2.197882579
tunnel,33,4.575757576,2.016034211
turkey,25,5.2,1.779513042
turn,45,2.933333333,2.319874605
turn around,24,4.25,2.453923212
turnip,25,4.68,2.393045479
turtle,25,4.64,2.099206199
tv,26,6.5,1.303840481
twelve,23,3.260869565,2.378261231
twenty,24,3.416666667,2.357534944
twice,27,3.444444444,2.516611478
twig,23,5.782608696,1.857577155
twin,28,3.75,2.048034288
twinkle,24,2.666666667,1.948615265
twins,25,3.72,1.926136028
twist,24,3.541666667,2.431302508
two,45,4.022222222,2.536003378
type,25,2.32,1.70098011
typewriter,46,2.608695652,1.994194473
ugly,23,2.391304348,1.751340537
umbrella,27,5.666666667,1.568929081
umpire,23,2.608695652,2.083247693
uncle,29,5.310344828,1.7134645
under,23,4.260869565,2.027479207
underline,24,2.666666667,1.857222486
underneath,31,3.129032258,2.156261201
underpan,25,1.4,1.118033989
understand,29,3.206896552,2.257990737
understanding,27,2.37037037,1.522855318
understood,24,2.833333333,2.098999071
underwater,28,4.892857143,2.042860843
uneasily,48,1.5,1.110874679
unfriendly,27,3.481481481,1.7180125
unhappy,26,3,1.918332609
uniform,23,3.913043478,2.151385251
union,47,1.489361702,1.283208283
unit,46,1.652173913,1.139539699
university,34,2.264705882,1.657102684
unless,28,1.642857143,1.095928009
unload,24,3.625,2.142986539
unlock,25,4.96,2.091251619
until,26,2.153846154,1.61721508
unusual,27,2.148148148,1.610152972
unwilling,32,2.21875,1.773176028
up,27,3.962962963,2.681582218
uphill,27,4.074074074,2.384661336
upon,25,2.24,1.562049935
upset,26,4.038461538,2.253544217
upside,23,2.260869565,1.763709709
upstairs,30,5.533333333,2.012603963
us,26,3.730769231,2.474796029
use,26,3.5,2.565151068
used,25,2.56,1.980740602
useful,25,3.4,2.415229458
using,48,2.833333333,2.272250111
usual,26,2.230769231,1.750604291
usually,23,2.739130435,2.049775848
vacant,31,1.161290323,0.373878251
vacation,27,3.851851852,2.088497872
vacuum,32,6.34375,1.180742659
valley,27,3.074074074,1.959708101
van,24,5.333333333,2.098999071
vapor,24,2.083333333,1.248187091
vase,33,5.060606061,2.030076876
vegetable,27,6.555555556,0.974021534
velvet,23,3.869565217,1.816699
verb,26,2.038461538,1.886388491
very,28,2.035714286,1.598196735
vest,24,4.5,2.146787286
vet,25,3.76,1.690167645
victor,46,1.630434783,1.372081884
victory,24,2.208333333,1.559798389
view,283,3.060070671,2.067974991
village,24,3.041666667,2.031901373
vine,23,3.173913043,2.228986193
violet,23,3.391304348,1.725191173
visit,31,3.580645161,2.405191518
visitor,24,4.958333333,2.136212957
vitamin,33,5.424242424,2.092102755
vitamins,25,5.96,1.767295486
voice,26,4.5,2.596150997
vote,24,2.375,1.714706211
vow,44,1.454545455,1.150420458
wade,45,2.488888889,1.632374487
wag,25,3.2,2.254624876
wage,25,1.48,1.004987562
wagged,25,2.44,2.022374842
wagon,25,6.12,1.092397974
waist,26,4.230769231,2.065094522
wait,46,3.565217391,2.391207728
waiting,28,2.928571429,2.402600003
waitress,30,3.733333333,2.14850924
wake,24,2.875,2.070759155
walk,28,5.821428571,2.073707923
walkie-talkie,33,6.060606061,1.273268283
wall,26,6.269230769,1.457606046
wallet,29,5.103448276,2.006148185
wand,29,5.482758621,1.724211821
wanna,24,1.541666667,1.141287094
want,24,3.375,2.102017664
war,29,1.862068966,1.328913034
warehouse,31,2.935483871,2.112431204
warm,26,4.384615385,2.56245075
warn,26,2.269230769,1.401647382
warning,24,3.5,2.126438132
was,27,2.222222222,1.804552647
wash,25,5.2,2.254624876
washer,23,5.347826087,1.640639999
washing,26,4.923076923,2.365131319
waste,27,3.925925926,2.0177277
watch,32,4.875,2.310564796
watchman,23,1.826086957,1.154129893
water,25,6.76,1.011599394
waterfall,34,5.117647059,1.719138366
watermelon,43,6.465116279,1.141194804
wave,33,4.636363636,2.088931871
wax,25,3.36,2.196208855
way,25,1.8,1.190238071
we,29,3.620689655,2.381682975
weak,26,2.692307692,1.975231243
weakly,27,2.148148148,1.586086226
wear,27,4.259259259,2.229049342
weather,29,5.068965517,2.170105897
weave,25,2.2,1.779513042
web,26,5.230769231,1.924737744
wedding,28,3.535714286,2.219144694
weed,28,5,2.34125639
week,27,3.148148148,2.332112012
weekend,25,3.88,2.242022896
weigh,23,2.52173913,1.805787796
weight,46,3.47826087,2.428892115
weird,30,3.2,1.936936792
welcome,25,2.76,1.899122604
well,23,3,2.174229226
went,30,2.933333333,2.116166562
were,24,2.25,1.893926219
west,44,2.318181818,2.077260352
wet,25,5.56,2.2
whale,24,4.083333333,2.339019986
whaling,25,1.88,1.452583905
what,27,2.333333333,1.901416476
whatever,27,2.185185185,1.754927941
wheat,35,4.314285714,2.38588285
wheel,44,5.772727273,1.763501226
wheeled,23,2.695652174,2.304832524
when,23,2.217391304,1.953005184
whenever,34,2.147058824,1.500148537
where,50,2.48,2.168795396
wherever,27,2,1.568929081
whether,24,1.75,1.188715053
which,24,2.333333333,1.736229465
while,23,1.52173913,1.038773981
whip,27,3,1.818706218
whipped,33,2.333333333,1.594260539
whipping,30,2.2,1.749876843
whirl,28,2.392857143,1.640670272
whirlwind,25,2.2,1.683250823
whiskers,23,5.173913043,2.228986193
whisper,27,4.851851852,2.070000069
whistle,28,5.392857143,1.812289032
white,23,4.304347826,2.382412502
who,26,2.615384615,2.041115834
whoever,24,1.75,1.259744626
whole,44,3.295454545,1.947921318
whom,26,1.5,0.989949494
whose,27,1.62962963,1.471476186
why,26,3.038461538,2.424553884
wicked,27,1.814814815,1.442141491
wide,30,2.966666667,1.670914128
wife,33,3.484848485,2.333468611
wig,30,3.833333333,2.260352938
wiggle,26,4.961538462,2.068444231
wild,25,2.88,2.204540769
wildcat,28,2.5,1.835856849
wilderness,24,4.041666667,1.876146992
will,26,2.192307692,2.059499566
willing,27,1.925925926,1.356634011
willow,29,3.103448276,2.350453263
win,26,3.692307692,2.67983926
wind,48,4.6875,2.362438787
winding,26,2.153846154,1.759370517
windmill,28,3.571428571,1.951800146
window,27,6.185185185,0.962250449
windowsill,24,4.708333333,2.053187695
windy,25,5.12,2.204540769
wine,30,3,2
wing,30,4.166666667,2.150915336
wink,24,4.166666667,2.425707726
winner,25,3.8,2.549509757
winning,24,4.125,2.346366293
winter,27,5.333333333,2.218800785
wipe,46,4.608695652,2.265472831
wire,28,4.714285714,2.225394561
wise,24,2.208333333,1.64129235
wish,25,3.36,2.343074903
witch,26,3.5,2.533771892
with,44,2.636363636,2.125054408
without,24,2.333333333,1.785610763
wizard,23,2.347826087,1.668115312
wobble,26,2.807692308,2.000384578
wobbly,26,3.576923077,2.042999303
woke,41,2.975609756,2.17356625
wolf,25,2.96,2.169485346
wolves,25,3.6,2.56580072
woman,24,5.916666667,1.691838893
women,26,5.269230769,1.909087579
won,48,3.375,2.638705356
wonder,25,3.08,2.271563338
wonderful,23,2.956521739,2.285890733
wood,26,6.230769231,1.242825565
wooden,26,4.192307692,2.36675695
woodman,46,1.760869565,1.60810147
woof,23,4.347826087,2.53356909
wool,48,4.5625,2.072168666
woolen,23,2.347826087,1.695145359
word,25,3.76,2.241279397
wore,30,2.633333333,1.973677354
work,26,4.807692308,2.172910137
worker,26,4.615384615,2.155493875
works,29,2.655172414,2.12595965
world,28,4.142857143,2.049648312
worm,23,5.739130435,1.684620036
worn,23,2.695652174,1.607787373
worry,27,2.518518519,1.96841151
worse,26,2.538461538,1.475961225
